Sat Mar 19 18:10:48 2016 [pid 1730] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/spring 2016 schedule.png", 31359 bytes, 6242.16Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/66-67.pdf", 849042 bytes, 51776.11Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/68-69.pdf", 684058 bytes, 47317.28Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/70-71.pdf", 989408 bytes, 66111.44Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/72-73.pdf", 684493 bytes, 38429.93Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/74-75.pdf", 829847 bytes, 55847.11Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/76-77.pdf", 816019 bytes, 55540.39Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/78-79.pdf", 823351 bytes, 64247.20Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/80-81.pdf", 943899 bytes, 79793.66Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/82-83.pdf", 1104357 bytes, 84144.00Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/84-85.pdf", 908630 bytes, 67308.96Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/86-87.pdf", 873670 bytes, 73191.50Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/88-89.pdf", 637673 bytes, 44442.44Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/90-91.pdf", 1114678 bytes, 90531.66Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/92-93.pdf", 776666 bytes, 55520.31Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/94-95.pdf", 1018689 bytes, 70369.49Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/96-97.pdf", 801301 bytes, 60920.24Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/98-99.pdf", 1100096 bytes, 58934.25Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/100-101.pdf", 889975 bytes, 62405.13Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/102-103.pdf", 687720 bytes, 51801.12Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/104-105.pdf", 831248 bytes, 55810.63Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/106-107.pdf", 1274925 bytes, 57146.19Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/108-109.pdf", 1064796 bytes, 44318.28Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/110-111.pdf", 800334 bytes, 44179.31Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/112-113.pdf", 1493309 bytes, 92356.53Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/114-115.pdf", 950721 bytes, 62269.52Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/116-117.pdf", 1182005 bytes, 69448.39Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/118-119.pdf", 1242469 bytes, 84102.63Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/120-121.pdf", 1128834 bytes, 88872.70Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/122-123.pdf", 1189744 bytes, 89711.94Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/124-125.pdf", 1289941 bytes, 85577.99Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/126-127.pdf", 1178777 bytes, 78517.80Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/128-129.pdf", 1169370 bytes, 40064.66Kbyte/sec
Sat Mar 19 18:23:01 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/130-131.pdf", 1003697 bytes, 20259.04Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/132-133.pdf", 969544 bytes, 68964.99Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/134-135.pdf", 1010746 bytes, 72931.63Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/136-137.pdf", 1081086 bytes, 87136.68Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/138-139.pdf", 986092 bytes, 51806.57Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/140-141.pdf", 990669 bytes, 55947.85Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/142-143.pdf", 994287 bytes, 77946.81Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/144-145.pdf", 1059883 bytes, 67132.05Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/146-147.pdf", 875060 bytes, 49361.76Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/148-149.pdf", 980773 bytes, 70570.74Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/150-151.pdf", 994833 bytes, 67574.36Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/152-153.pdf", 1077641 bytes, 88036.12Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/154-155.pdf", 951311 bytes, 46677.12Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/156-157.pdf", 987161 bytes, 48965.08Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/158-159.pdf", 953040 bytes, 46637.76Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/160-161.pdf", 908777 bytes, 59422.67Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/162-163.pdf", 1014025 bytes, 51442.02Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/164-165.pdf", 936259 bytes, 72135.34Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/166-167.pdf", 887715 bytes, 63185.80Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/168-169.pdf", 800183 bytes, 63951.94Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/170-171.pdf", 773920 bytes, 47333.95Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/172-173.pdf", 805406 bytes, 56410.33Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/174-175.pdf", 1236580 bytes, 91540.15Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/176-177.pdf", 1317062 bytes, 60455.62Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/178-179.pdf", 1263909 bytes, 92276.18Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/180-181.pdf", 1004637 bytes, 61953.20Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/182-183.pdf", 1403275 bytes, 90050.32Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/184-185.pdf", 1132086 bytes, 93889.83Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/186-187.pdf", 388692 bytes, 26716.08Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/188-189.pdf", 413902 bytes, 68001.54Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/190-191.pdf", 443581 bytes, 70990.59Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/192-193.pdf", 445437 bytes, 74690.43Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/194-195.pdf", 491043 bytes, 77394.15Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/196-197.pdf", 188606 bytes, 13350.65Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/198-199.pdf", 627785 bytes, 39565.75Kbyte/sec
Sat Mar 19 18:23:02 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/layouts/200.pdf", 659657 bytes, 51404.11Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8100.JPG", 5853542 bytes, 107986.05Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8101.JPG", 5757721 bytes, 102221.11Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8107.JPG", 6123522 bytes, 107059.13Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8109.JPG", 5183958 bytes, 101043.05Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8110.JPG", 6040082 bytes, 109462.90Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8113.JPG", 5895205 bytes, 111294.39Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8114.JPG", 5844687 bytes, 110359.87Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8115.JPG", 5498440 bytes, 110471.35Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8116.JPG", 5863092 bytes, 110121.86Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8117.JPG", 5789995 bytes, 109507.15Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8118.JPG", 5856181 bytes, 84834.18Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8119.JPG", 5856153 bytes, 103878.00Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8120.JPG", 5936556 bytes, 106041.92Kbyte/sec
Sat Mar 19 18:24:45 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8121.JPG", 5924429 bytes, 109985.65Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8122.JPG", 5874621 bytes, 111114.15Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8123.JPG", 4806249 bytes, 108419.82Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8124.JPG", 4635504 bytes, 109144.07Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8128.JPG", 5797618 bytes, 110526.82Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8129.JPG", 5604873 bytes, 110268.52Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8130.JPG", 6575057 bytes, 100648.22Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8131.JPG", 6435881 bytes, 108805.49Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8132.JPG", 6326941 bytes, 105753.59Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8133.JPG", 6395577 bytes, 109324.01Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8134.JPG", 6443206 bytes, 110577.53Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8135.JPG", 6242342 bytes, 109171.67Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8136.JPG", 5554913 bytes, 110095.18Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8137.JPG", 5759433 bytes, 109670.40Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8138.JPG", 5651973 bytes, 93525.57Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8139.JPG", 5914858 bytes, 108134.65Kbyte/sec
Sat Mar 19 18:24:46 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8140.JPG", 5873812 bytes, 109514.39Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8141.JPG", 6337539 bytes, 107380.85Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8142.JPG", 6289590 bytes, 103889.88Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8143.JPG", 6283565 bytes, 109562.98Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8144.JPG", 5950663 bytes, 108008.74Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8145.JPG", 6071629 bytes, 107780.44Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8146.JPG", 6042906 bytes, 108547.17Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8147.JPG", 6073463 bytes, 106170.63Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8148.JPG", 5901719 bytes, 107785.48Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8149.JPG", 6146851 bytes, 109459.96Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8150.JPG", 6141605 bytes, 107325.32Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8151.JPG", 6068747 bytes, 107858.68Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8152.JPG", 6177808 bytes, 108970.01Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8153.JPG", 5889143 bytes, 108140.28Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8154.JPG", 5912154 bytes, 108330.60Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8155.JPG", 6408675 bytes, 109213.36Kbyte/sec
Sat Mar 19 18:24:47 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8156.JPG", 6396660 bytes, 108727.80Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8157.JPG", 5423211 bytes, 107397.73Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8158.JPG", 5780748 bytes, 79903.49Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8159.JPG", 5678749 bytes, 98743.87Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8160.JPG", 5338400 bytes, 109338.95Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8161.JPG", 5664339 bytes, 107589.00Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8162.JPG", 5915883 bytes, 104908.92Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8163.JPG", 3285996 bytes, 51519.27Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8164.JPG", 5776905 bytes, 100330.95Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8165.JPG", 5826188 bytes, 84740.35Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8166.JPG", 5911081 bytes, 93502.11Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8167.JPG", 5877790 bytes, 105513.30Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8169.JPG", 5698056 bytes, 107826.76Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8170.JPG", 5672561 bytes, 107640.49Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8171.JPG", 5704181 bytes, 108280.48Kbyte/sec
Sat Mar 19 18:24:48 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8172.JPG", 5326782 bytes, 108139.36Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8173.JPG", 5127780 bytes, 107968.90Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8174.JPG", 6515241 bytes, 108572.06Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8175.JPG", 6532343 bytes, 107737.43Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8176.JPG", 6363798 bytes, 105479.59Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8177.JPG", 6411687 bytes, 107340.96Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8178.JPG", 6217524 bytes, 107918.18Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8179.JPG", 6083672 bytes, 108499.11Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8180.JPG", 5293182 bytes, 104449.94Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8181.JPG", 5336226 bytes, 106487.08Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8182.JPG", 5506295 bytes, 106456.84Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8183.JPG", 5951532 bytes, 102028.32Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8184.JPG", 5675112 bytes, 93074.17Kbyte/sec
